country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Finland,2002,female,5-14 years,0,315612,0.0,Finland2002,,"139,552,983,249",28390,Millenials
Finland,2003,male,35-54 years,376,783442,47.99,Finland2003,,"171,071,106,095",34701,Boomers
Finland,2003,male,75+ years,52,118318,43.95,Finland2003,,"171,071,106,095",34701,Silent
Finland,2003,male,55-74 years,176,516435,34.08,Finland2003,,"171,071,106,095",34701,Silent
Finland,2003,male,25-34 years,111,326748,33.97,Finland2003,,"171,071,106,095",34701,Generation X
Finland,2003,male,15-24 years,95,332460,28.57,Finland2003,,"171,071,106,095",34701,Millenials
Finland,2003,female,35-54 years,112,764626,14.65,Finland2003,,"171,071,106,095",34701,Boomers
Finland,2003,female,55-74 years,72,572548,12.58,Finland2003,,"171,071,106,095",34701,Silent
Finland,2003,female,75+ years,22,244738,8.99,Finland2003,,"171,071,106,095",34701,Silent
Finland,2003,female,15-24 years,27,318049,8.49,Finland2003,,"171,071,106,095",34701,Millenials
Finland,2003,female,25-34 years,25,312105,8.01,Finland2003,,"171,071,106,095",34701,Generation X
Finland,2003,male,5-14 years,5,326551,1.53,Finland2003,,"171,071,106,095",34701,Millenials
Finland,2003,female,5-14 years,2,313836,0.64,Finland2003,,"171,071,106,095",34701,Millenials
Finland,2004,male,55-74 years,220,533983,41.2,Finland2004,,"196,768,065,557",39793,Silent
Finland,2004,male,35-54 years,310,772775,40.12,Finland2004,,"196,768,065,557",39793,Boomers
Finland,2004,male,75+ years,49,123863,39.56,Finland2004,,"196,768,065,557",39793,Silent
Finland,2004,male,25-34 years,119,325806,36.52,Finland2004,,"196,768,065,557",39793,Generation X
Finland,2004,male,15-24 years,110,332773,33.06,Finland2004,,"196,768,065,557",39793,Millenials
Finland,2004,female,35-54 years,116,755108,15.36,Finland2004,,"196,768,065,557",39793,Boomers
Finland,2004,female,15-24 years,31,318275,9.74,Finland2004,,"196,768,065,557",39793,Millenials
Finland,2004,female,25-34 years,30,311087,9.64,Finland2004,,"196,768,065,557",39793,Generation X
Finland,2004,female,55-74 years,54,586736,9.2,Finland2004,,"196,768,065,557",39793,Silent
Finland,2004,female,75+ years,20,250445,7.99,Finland2004,,"196,768,065,557",39793,Silent
Finland,2004,male,5-14 years,4,323186,1.24,Finland2004,,"196,768,065,557",39793,Millenials
Finland,2004,female,5-14 years,1,310728,0.32,Finland2004,,"196,768,065,557",39793,Millenials
Finland,2005,male,75+ years,64,129632,49.37,Finland2005,0.8690000000000001,"204,436,015,421",41202,Silent
Finland,2005,male,35-54 years,299,761907,39.24,Finland2005,0.8690000000000001,"204,436,015,421",41202,Boomers
Finland,2005,male,55-74 years,194,550032,35.27,Finland2005,0.8690000000000001,"204,436,015,421",41202,Silent
Finland,2005,male,25-34 years,99,326851,30.29,Finland2005,0.8690000000000001,"204,436,015,421",41202,Generation X
Finland,2005,male,15-24 years,68,333948,20.36,Finland2005,0.8690000000000001,"204,436,015,421",41202,Millenials
Finland,2005,female,35-54 years,109,745397,14.62,Finland2005,0.8690000000000001,"204,436,015,421",41202,Boomers
Finland,2005,female,55-74 years,74,599482,12.34,Finland2005,0.8690000000000001,"204,436,015,421",41202,Silent
Finland,2005,female,15-24 years,33,319226,10.34,Finland2005,0.8690000000000001,"204,436,015,421",41202,Millenials
Finland,2005,female,25-34 years,32,311835,10.26,Finland2005,0.8690000000000001,"204,436,015,421",41202,Generation X
Finland,2005,female,75+ years,20,257062,7.78,Finland2005,0.8690000000000001,"204,436,015,421",41202,Silent
Finland,2005,female,5-14 years,2,307005,0.65,Finland2005,0.8690000000000001,"204,436,015,421",41202,Millenials
Finland,2005,male,5-14 years,0,319407,0.0,Finland2005,0.8690000000000001,"204,436,015,421",41202,Millenials
Finland,2006,male,35-54 years,310,752178,41.21,Finland2006,,"216,552,502,823",43487,Boomers
Finland,2006,male,55-74 years,225,564074,39.89,Finland2006,,"216,552,502,823",43487,Silent
Finland,2006,male,25-34 years,113,329601,34.28,Finland2006,,"216,552,502,823",43487,Generation X
Finland,2006,male,75+ years,44,135396,32.5,Finland2006,,"216,552,502,823",43487,Silent
Finland,2006,male,15-24 years,108,335416,32.2,Finland2006,,"216,552,502,823",43487,Millenials
Finland,2006,female,35-54 years,104,736648,14.12,Finland2006,,"216,552,502,823",43487,Boomers
Finland,2006,female,55-74 years,78,611527,12.75,Finland2006,,"216,552,502,823",43487,Silent
Finland,2006,female,25-34 years,33,313759,10.52,Finland2006,,"216,552,502,823",43487,Generation X
Finland,2006,female,75+ years,24,262936,9.13,Finland2006,,"216,552,502,823",43487,Silent
Finland,2006,female,15-24 years,19,320699,5.92,Finland2006,,"216,552,502,823",43487,Millenials
Finland,2006,male,5-14 years,3,315017,0.95,Finland2006,,"216,552,502,823",43487,Millenials
Finland,2006,female,5-14 years,1,302489,0.33,Finland2006,,"216,552,502,823",43487,Millenials
Finland,2007,male,75+ years,58,140553,41.27,Finland2007,,"255,384,615,385",51089,Silent
Finland,2007,male,35-54 years,297,742406,40.01,Finland2007,,"255,384,615,385",51089,Boomers
Finland,2007,male,55-74 years,203,577963,35.12,Finland2007,,"255,384,615,385",51089,Silent
Finland,2007,male,25-34 years,101,334628,30.18,Finland2007,,"255,384,615,385",51089,Generation X
Finland,2007,male,15-24 years,89,336401,26.46,Finland2007,,"255,384,615,385",51089,Millenials
Finland,2007,female,55-74 years,83,624243,13.3,Finland2007,,"255,384,615,385",51089,Silent
Finland,2007,female,35-54 years,89,727224,12.24,Finland2007,,"255,384,615,385",51089,Boomers
Finland,2007,female,15-24 years,31,321868,9.63,Finland2007,,"255,384,615,385",51089,Millenials
Finland,2007,female,25-34 years,24,317967,7.55,Finland2007,,"255,384,615,385",51089,Generation X
Finland,2007,female,75+ years,17,267590,6.35,Finland2007,,"255,384,615,385",51089,Silent
Finland,2007,male,5-14 years,3,310283,0.97,Finland2007,,"255,384,615,385",51089,Generation Z
Finland,2007,female,5-14 years,0,297727,0.0,Finland2007,,"255,384,615,385",51089,Generation Z
Finland,2008,male,35-54 years,331,732583,45.18,Finland2008,,"283,742,493,042",56521,Boomers
Finland,2008,male,55-74 years,225,592016,38.01,Finland2008,,"283,742,493,042",56521,Silent
Finland,2008,male,25-34 years,116,342053,33.91,Finland2008,,"283,742,493,042",56521,Generation X
Finland,2008,male,75+ years,46,145022,31.72,Finland2008,,"283,742,493,042",56521,Silent
Finland,2008,male,15-24 years,81,336624,24.06,Finland2008,,"283,742,493,042",56521,Millenials
Finland,2008,female,35-54 years,91,716879,12.69,Finland2008,,"283,742,493,042",56521,Boomers
Finland,2008,female,55-74 years,68,637681,10.66,Finland2008,,"283,742,493,042",56521,Silent
Finland,2008,female,25-34 years,32,324511,9.86,Finland2008,,"283,742,493,042",56521,Generation X
Finland,2008,female,15-24 years,26,322278,8.07,Finland2008,,"283,742,493,042",56521,Millenials
Finland,2008,female,75+ years,13,270887,4.8,Finland2008,,"283,742,493,042",56521,Silent
Finland,2008,female,5-14 years,2,293500,0.68,Finland2008,,"283,742,493,042",56521,Generation Z
Finland,2008,male,5-14 years,2,306062,0.65,Finland2008,,"283,742,493,042",56521,Generation Z
Finland,2009,male,35-54 years,293,724700,40.43,Finland2009,,"251,499,027,508",49878,Boomers
Finland,2009,male,75+ years,57,149329,38.17,Finland2009,,"251,499,027,508",49878,Silent
Finland,2009,male,25-34 years,121,348421,34.73,Finland2009,,"251,499,027,508",49878,Generation X
Finland,2009,male,55-74 years,201,604904,33.23,Finland2009,,"251,499,027,508",49878,Silent
Finland,2009,male,15-24 years,89,336510,26.45,Finland2009,,"251,499,027,508",49878,Millenials
Finland,2009,female,35-54 years,100,708103,14.12,Finland2009,,"251,499,027,508",49878,Boomers
Finland,2009,female,55-74 years,84,650862,12.91,Finland2009,,"251,499,027,508",49878,Silent
Finland,2009,female,25-34 years,40,330127,12.12,Finland2009,,"251,499,027,508",49878,Generation X
Finland,2009,female,15-24 years,28,322353,8.69,Finland2009,,"251,499,027,508",49878,Millenials
Finland,2009,female,75+ years,20,273822,7.3,Finland2009,,"251,499,027,508",49878,Silent
Finland,2009,female,5-14 years,1,290188,0.34,Finland2009,,"251,499,027,508",49878,Generation Z
Finland,2009,male,5-14 years,0,302997,0.0,Finland2009,,"251,499,027,508",49878,Generation Z
Finland,2010,male,25-34 years,119,351262,33.88,Finland2010,0.878,"247,799,815,768",48939,Generation X
Finland,2010,male,75+ years,52,153947,33.78,Finland2010,0.878,"247,799,815,768",48939,Silent
Finland,2010,male,35-54 years,241,719196,33.51,Finland2010,0.878,"247,799,815,768",48939,Generation X
Finland,2010,male,55-74 years,200,616801,32.43,Finland2010,0.878,"247,799,815,768",48939,Silent
Finland,2010,male,15-24 years,105,336807,31.18,Finland2010,0.878,"247,799,815,768",48939,Millenials
Finland,2010,female,25-34 years,37,332711,11.12,Finland2010,0.878,"247,799,815,768",48939,Generation X
Finland,2010,female,35-54 years,77,701523,10.98,Finland2010,0.878,"247,799,815,768",48939,Generation X
Finland,2010,female,55-74 years,69,663064,10.41,Finland2010,0.878,"247,799,815,768",48939,Silent
Finland,2010,female,15-24 years,30,322681,9.3,Finland2010,0.878,"247,799,815,768",48939,Millenials
Finland,2010,female,75+ years,23,277369,8.29,Finland2010,0.878,"247,799,815,768",48939,Silent
Finland,2010,male,5-14 years,1,300513,0.33,Finland2010,0.878,"247,799,815,768",48939,Generation Z
Finland,2010,female,5-14 years,0,287620,0.0,Finland2010,0.878,"247,799,815,768",48939,Generation Z
Finland,2011,male,75+ years,64,158719,40.32,Finland2011,0.8809999999999999,"273,674,236,773",53809,Silent
Finland,2011,male,35-54 years,259,715014,36.22,Finland2011,0.8809999999999999,"273,674,236,773",53809,Generation X
Finland,2011,male,55-74 years,191,628483,30.39,Finland2011,0.8809999999999999,"273,674,236,773",53809,Boomers
Finland,2011,male,25-34 years,105,352092,29.82,Finland2011,0.8809999999999999,"273,674,236,773",53809,Millenials
Finland,2011,male,15-24 years,89,337265,26.39,Finland2011,0.8809999999999999,"273,674,236,773",53809,Millenials
Finland,2011,female,55-74 years,73,674645,10.82,Finland2011,0.8809999999999999,"273,674,236,773",53809,Boomers
Finland,2011,female,35-54 years,67,696397,9.62,Finland2011,0.8809999999999999,"273,674,236,773",53809,Generation X
Finland,2011,female,15-24 years,27,322992,8.36,Finland2011,0.8809999999999999,"273,674,236,773",53809,Millenials
Finland,2011,female,25-34 years,26,333422,7.8,Finland2011,0.8809999999999999,"273,674,236,773",53809,Millenials
Finland,2011,female,75+ years,9,280924,3.2,Finland2011,0.8809999999999999,"273,674,236,773",53809,Silent
Finland,2011,male,5-14 years,2,299347,0.67,Finland2011,0.8809999999999999,"273,674,236,773",53809,Generation Z
Finland,2011,female,5-14 years,0,286685,0.0,Finland2011,0.8809999999999999,"273,674,236,773",53809,Generation Z
Finland,2012,male,35-54 years,235,711920,33.01,Finland2012,0.882,"256,706,466,091",50232,Generation X
Finland,2012,male,55-74 years,195,639345,30.5,Finland2012,0.882,"256,706,466,091",50232,Boomers
Finland,2012,male,75+ years,49,163645,29.94,Finland2012,0.882,"256,706,466,091",50232,Silent
Finland,2012,male,25-34 years,91,352467,25.82,Finland2012,0.882,"256,706,466,091",50232,Millenials
Finland,2012,male,15-24 years,85,337342,25.2,Finland2012,0.882,"256,706,466,091",50232,Millenials
Finland,2012,female,55-74 years,87,685183,12.7,Finland2012,0.882,"256,706,466,091",50232,Boomers
Finland,2012,female,15-24 years,32,323218,9.9,Finland2012,0.882,"256,706,466,091",50232,Millenials
Finland,2012,female,35-54 years,65,692612,9.38,Finland2012,0.882,"256,706,466,091",50232,Generation X
Finland,2012,female,25-34 years,27,333404,8.1,Finland2012,0.882,"256,706,466,091",50232,Millenials
Finland,2012,female,75+ years,7,284657,2.46,Finland2012,0.882,"256,706,466,091",50232,Silent
Finland,2012,female,5-14 years,0,286874,0.0,Finland2012,0.882,"256,706,466,091",50232,Generation Z
Finland,2012,male,5-14 years,0,299783,0.0,Finland2012,0.882,"256,706,466,091",50232,Generation Z
Finland,2013,male,25-34 years,131,353828,37.02,Finland2013,0.882,"269,980,111,643",52572,Millenials
Finland,2013,male,55-74 years,216,647538,33.36,Finland2013,0.882,"269,980,111,643",52572,Boomers
Finland,2013,male,75+ years,56,169485,33.04,Finland2013,0.882,"269,980,111,643",52572,Silent
Finland,2013,male,35-54 years,194,710389,27.31,Finland2013,0.882,"269,980,111,643",52572,Generation X
Finland,2013,male,15-24 years,68,335688,20.26,Finland2013,0.882,"269,980,111,643",52572,Millenials
Finland,2013,female,35-54 years,72,690084,10.43,Finland2013,0.882,"269,980,111,643",52572,Generation X
Finland,2013,female,55-74 years,69,693297,9.95,Finland2013,0.882,"269,980,111,643",52572,Boomers
Finland,2013,female,15-24 years,31,321757,9.63,Finland2013,0.882,"269,980,111,643",52572,Millenials
Finland,2013,female,25-34 years,31,334557,9.27,Finland2013,0.882,"269,980,111,643",52572,Millenials
Finland,2013,female,75+ years,17,289147,5.88,Finland2013,0.882,"269,980,111,643",52572,Silent
Finland,2013,female,5-14 years,1,288186,0.35,Finland2013,0.882,"269,980,111,643",52572,Generation Z
Finland,2013,male,5-14 years,1,301477,0.33,Finland2013,0.882,"269,980,111,643",52572,Generation Z
Finland,2014,male,75+ years,61,175827,34.69,Finland2014,0.883,"272,609,288,690",52832,Silent
Finland,2014,male,25-34 years,110,356059,30.89,Finland2014,0.883,"272,609,288,690",52832,Millenials
Finland,2014,male,35-54 years,207,708947,29.2,Finland2014,0.883,"272,609,288,690",52832,Generation X
Finland,2014,male,55-74 years,157,654576,23.98,Finland2014,0.883,"272,609,288,690",52832,Boomers
Finland,2014,male,15-24 years,63,332717,18.94,Finland2014,0.883,"272,609,288,690",52832,Millenials
Finland,2014,female,25-34 years,37,336774,10.99,Finland2014,0.883,"272,609,288,690",52832,Millenials
Finland,2014,female,35-54 years,60,687641,8.73,Finland2014,0.883,"272,609,288,690",52832,Generation X
Finland,2014,female,55-74 years,59,700011,8.43,Finland2014,0.883,"272,609,288,690",52832,Boomers
Finland,2014,female,15-24 years,22,318826,6.9,Finland2014,0.883,"272,609,288,690",52832,Millenials
Finland,2014,female,75+ years,11,294322,3.74,Finland2014,0.883,"272,609,288,690",52832,Silent
Finland,2014,female,5-14 years,1,290448,0.34,Finland2014,0.883,"272,609,288,690",52832,Generation Z
Finland,2014,male,5-14 years,1,303796,0.33,Finland2014,0.883,"272,609,288,690",52832,Generation Z
Finland,2015,male,75+ years,53,178936,29.62,Finland2015,,"232,464,833,066",44862,Silent
Finland,2015,male,35-54 years,190,704220,26.98,Finland2015,,"232,464,833,066",44862,Generation X
Finland,2015,male,25-34 years,92,357334,25.75,Finland2015,,"232,464,833,066",44862,Millenials
Finland,2015,male,55-74 years,159,665885,23.88,Finland2015,,"232,464,833,066",44862,Boomers
Finland,2015,male,15-24 years,59,332082,17.77,Finland2015,,"232,464,833,066",44862,Millenials
Finland,2015,female,25-34 years,30,337446,8.89,Finland2015,,"232,464,833,066",44862,Millenials
Finland,2015,female,35-54 years,55,682671,8.06,Finland2015,,"232,464,833,066",44862,Generation X
Finland,2015,female,55-74 years,55,711135,7.73,Finland2015,,"232,464,833,066",44862,Boomers
Finland,2015,female,75+ years,21,295795,7.1,Finland2015,,"232,464,833,066",44862,Silent
Finland,2015,female,15-24 years,12,317937,3.77,Finland2015,,"232,464,833,066",44862,Millenials
Finland,2015,male,5-14 years,5,305748,1.64,Finland2015,,"232,464,833,066",44862,Generation Z
Finland,2015,female,5-14 years,0,292608,0.0,Finland2015,,"232,464,833,066",44862,Generation Z
France,1985,male,75+ years,1522,1263200,120.49,France1985,0.741,"553,138,414,367",10765,G.I. Generation
France,1985,male,55-74 years,2363,4471600,52.84,France1985,0.741,"553,138,414,367",10765,G.I. Generation
France,1985,male,35-54 years,2752,6799400,40.47,France1985,0.741,"553,138,414,367",10765,Silent
France,1985,male,25-34 years,1492,4240100,35.19,France1985,0.741,"553,138,414,367",10765,Boomers
France,1985,female,75+ years,670,2434600,27.52,France1985,0.741,"553,138,414,367",10765,G.I. Generation
France,1985,female,55-74 years,1218,5255800,23.17,France1985,0.741,"553,138,414,367",10765,G.I. Generation
France,1985,male,15-24 years,740,4349200,17.01,France1985,0.741,"553,138,414,367",10765,Generation X
France,1985,female,35-54 years,1065,6652100,16.01,France1985,0.741,"553,138,414,367",10765,Silent
France,1985,female,25-34 years,447,4213300,10.61,France1985,0.741,"553,138,414,367",10765,Boomers
France,1985,female,15-24 years,197,4220700,4.67,France1985,0.741,"553,138,414,367",10765,Generation X
France,1985,male,5-14 years,29,3837000,0.76,France1985,0.741,"553,138,414,367",10765,Generation X
France,1985,female,5-14 years,6,3645600,0.16,France1985,0.741,"553,138,414,367",10765,Generation X
France,1986,male,75+ years,1465,1207600,121.32,France1986,,"771,470,783,218",14940,G.I. Generation
France,1986,male,55-74 years,2382,4450700,53.52,France1986,,"771,470,783,218",14940,G.I. Generation
France,1986,male,35-54 years,2847,6825300,41.71,France1986,,"771,470,783,218",14940,Silent
France,1986,male,25-34 years,1448,4231000,34.22,France1986,,"771,470,783,218",14940,Boomers
France,1986,female,75+ years,694,2356000,29.46,France1986,,"771,470,783,218",14940,G.I. Generation
France,1986,female,55-74 years,1203,5253800,22.9,France1986,,"771,470,783,218",14940,G.I. Generation
France,1986,female,35-54 years,1137,6692000,16.99,France1986,,"771,470,783,218",14940,Silent
France,1986,male,15-24 years,695,4343700,16.0,France1986,,"771,470,783,218",14940,Generation X
France,1986,female,25-34 years,424,4218000,10.05,France1986,,"771,470,783,218",14940,Boomers
France,1986,female,15-24 years,193,4219700,4.57,France1986,,"771,470,783,218",14940,Generation X
France,1986,male,5-14 years,35,4020800,0.87,France1986,,"771,470,783,218",14940,Generation X
France,1986,female,5-14 years,6,3819000,0.16,France1986,,"771,470,783,218",14940,Generation X
France,1987,male,75+ years,1491,1314800,113.4,France1987,,"934,173,305,686",17999,G.I. Generation
France,1987,male,55-74 years,2198,4576100,48.03,France1987,,"934,173,305,686",17999,G.I. Generation
France,1987,male,35-54 years,2855,6973100,40.94,France1987,,"934,173,305,686",17999,Silent
France,1987,male,25-34 years,1369,4211300,32.51,France1987,,"934,173,305,686",17999,Boomers
France,1987,female,75+ years,730,2524500,28.92,France1987,,"934,173,305,686",17999,G.I. Generation
France,1987,female,55-74 years,1122,5333200,21.04,France1987,,"934,173,305,686",17999,G.I. Generation
